resume_id,resume_text,resume_skills,experience_years,education_level,projects,certifications,job_role,required_skills,job_experience_required,job_description,skill_match_score,experience_match,education_match,final_score,shortlisted,similarity_score
R3670,"Professional Summary:
Candidate with 8 years of experience.

Skills:
React, SQL, Data Analysis, Kubernetes, Flask, Cloud Computing, Power BI, Django

Experience:
- Collaborated with cross-functional teams
- Deployed applications using cloud services

Projects:
- Created interactive dashboards using Power BI
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow

Certifications:
Google Data Analytics, AWS Certified","React, SQL, Data Analysis, Kubernetes, Flask, Cloud Computing, Power BI, Django",8,PhD,Created interactive dashboards using Power BI; Developed a web application using Flask and React; Implemented deep learning models using TensorFlow,"Google Data Analytics, AWS Certified",Frontend Developer,"Deep Learning, Excel, Node.js, SQL, Power BI, Kubernetes, Flask",6,"We are hiring a Frontend Developer.
Required experience: 6 years.
Skills required: Deep Learning, Excel, Node.js, SQL, Power BI, Kubernetes, Flask.",0.57,1,1,0.799814996,1,1
R3671,"Professional Summary:
Candidate with 1 years of experience.

Skills:
React, Machine Learning, Data Analysis, SQL

Experience:
- Optimized model performance and accuracy
- Collaborated with cross-functional teams
- Deployed applications using cloud services

Projects:
- Designed scalable backend systems using Node.js
- Developed a web application using Flask and React

Certifications:
AWS Certified","React, Machine Learning, Data Analysis, SQL",1,PhD,Designed scalable backend systems using Node.js; Developed a web application using Flask and React,AWS Certified,Frontend Developer,"SQL, Machine Learning, NLP, TensorFlow",6,"We are hiring a Frontend Developer.
Required experience: 6 years.
Skills required: SQL, Machine Learning, NLP, TensorFlow.",0.5,0,1,0.314884312,0,1
R3672,"Professional Summary:
Candidate with 5 years of experience.

Skills:
NLP, TensorFlow, Node.js, PyTorch, C++, Java, Deep Learning

Experience:
- Collaborated with cross-functional teams

Projects:
- Built a machine learning model for predicting customer churn
- Created interactive dashboards using Power BI

Certifications:
Google Data Analytics","NLP, TensorFlow, Node.js, PyTorch, C++, Java, Deep Learning",5,Masters,Built a machine learning model for predicting customer churn; Created interactive dashboards using Power BI,Google Data Analytics,Data Scientist,"Cloud Computing, Docker, C++, Data Analysis",2,"We are hiring a Data Scientist.
Required experience: 2 years.
Skills required: Cloud Computing, Docker, C++, Data Analysis.",0.25,1,1,0.717379486,1,1
R3673,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Excel, C++, Data Analysis, NLP, SQL, Python, Power BI, PyTorch

Experience:
- Handled large-scale data processing tasks
- Optimized model performance and accuracy
- Deployed applications using cloud services

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
AWS Certified","Excel, C++, Data Analysis, NLP, SQL, Python, Power BI, PyTorch",10,PhD,Built a machine learning model for predicting customer churn,AWS Certified,Frontend Developer,"TensorFlow, SQL, Kubernetes",6,"We are hiring a Frontend Developer.
Required experience: 6 years.
Skills required: TensorFlow, SQL, Kubernetes.",0.33,1,1,0.516811233,1,1
R3674,"Professional Summary:
Candidate with 5 years of experience.

Skills:
NLP, Power BI, Data Analysis, Kubernetes, C++, Machine Learning

Experience:
- Collaborated with cross-functional teams
- Optimized model performance and accuracy

Projects:
- Built a machine learning model for predicting customer churn
- Implemented deep learning models using TensorFlow
- Designed scalable backend systems using Node.js

Certifications:
Microsoft Azure, AWS Certified","NLP, Power BI, Data Analysis, Kubernetes, C++, Machine Learning",5,Bachelors,Built a machine learning model for predicting customer churn; Implemented deep learning models using TensorFlow; Designed scalable backend systems using Node.js,"Microsoft Azure, AWS Certified",Frontend Developer,"Docker, Flask, React, C++",1,"We are hiring a Frontend Developer.
Required experience: 1 years.
Skills required: Docker, Flask, React, C++.",0.25,1,0,0.68249585,1,1
R3675,"Professional Summary:
Candidate with 7 years of experience.

Skills:
C++, Python, PyTorch, Flask, Java

Experience:
- Handled large-scale data processing tasks
- Worked on real-world data science projects

Projects:
- Created interactive dashboards using Power BI
- Implemented deep learning models using TensorFlow

Certifications:
None","C++, Python, PyTorch, Flask, Java",7,Masters,Created interactive dashboards using Power BI; Implemented deep learning models using TensorFlow,None,Data Scientist,"React, Machine Learning, Cloud Computing, SQL, TensorFlow, Kubernetes, Python",1,"We are hiring a Data Scientist.
Required experience: 1 years.
Skills required: React, Machine Learning, Cloud Computing, SQL, TensorFlow, Kubernetes, Python.",0.14,1,1,0.491457782,1,1
R3676,"Professional Summary:
Candidate with 2 years of experience.

Skills:
Data Analysis, C++, Java, Flask, Kubernetes, Node.js

Experience:
- Collaborated with cross-functional teams
- Deployed applications using cloud services
- Worked on real-world data science projects

Projects:
- Designed scalable backend systems using Node.js
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow

Certifications:
None","Data Analysis, C++, Java, Flask, Kubernetes, Node.js",2,PhD,Designed scalable backend systems using Node.js; Developed a web application using Flask and React; Implemented deep learning models using TensorFlow,None,Backend Developer,"Docker, Django, TensorFlow",4,"We are hiring a Backend Developer.
Required experience: 4 years.
Skills required: Docker, Django, TensorFlow.",0,0,1,0.152048815,0,1
R3677,"Professional Summary:
Candidate with 8 years of experience.

Skills:
C++, Deep Learning, Data Analysis, Django, Excel, Docker

Experience:
- Optimized model performance and accuracy
- Handled large-scale data processing tasks

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
AWS Certified, Microsoft Azure","C++, Deep Learning, Data Analysis, Django, Excel, Docker",8,Masters,Implemented deep learning models using TensorFlow,"AWS Certified, Microsoft Azure",Software Engineer,"Python, Power BI, Data Analysis, Cloud Computing",6,"We are hiring a Software Engineer.
Required experience: 6 years.
Skills required: Python, Power BI, Data Analysis, Cloud Computing.",0.25,1,1,0.613925457,1,1
R3678,"Professional Summary:
Candidate with 2 years of experience.

Skills:
Machine Learning, NLP, Power BI

Experience:
- Collaborated with cross-functional teams

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
None","Machine Learning, NLP, Power BI",2,PhD,Built a machine learning model for predicting customer churn,None,ML Engineer,"Power BI, Excel, Machine Learning, Docker, Cloud Computing, TensorFlow, SQL",2,"We are hiring a ML Engineer.
Required experience: 2 years.
Skills required: Power BI, Excel, Machine Learning, Docker, Cloud Computing, TensorFlow, SQL.",0.29,1,1,0.654719447,1,1
R3679,"Professional Summary:
Candidate with 1 years of experience.

Skills:
NLP, SQL, Docker

Experience:
- Deployed applications using cloud services

Projects:
- Designed scalable backend systems using Node.js

Certifications:
AWS Certified, Microsoft Azure","NLP, SQL, Docker",1,Bachelors,Designed scalable backend systems using Node.js,"AWS Certified, Microsoft Azure",Data Analyst,"Power BI, Cloud Computing, Kubernetes, Machine Learning, Docker",3,"We are hiring a Data Analyst.
Required experience: 3 years.
Skills required: Power BI, Cloud Computing, Kubernetes, Machine Learning, Docker.",0.2,0,0,0.197628073,0,1
R3680,"Professional Summary:
Candidate with 4 years of experience.

Skills:
Python, TensorFlow, Machine Learning

Experience:
- Handled large-scale data processing tasks
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow

Certifications:
None","Python, TensorFlow, Machine Learning",4,PhD,Developed a web application using Flask and React; Implemented deep learning models using TensorFlow,None,Data Scientist,"C++, Excel, React, Python, Django, Power BI",3,"We are hiring a Data Scientist.
Required experience: 3 years.
Skills required: C++, Excel, React, Python, Django, Power BI.",0.17,1,1,0.641897561,1,1
R3681,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Cloud Computing, NLP, Deep Learning, C++, React, Django, Node.js

Experience:
- Worked on real-world data science projects
- Deployed applications using cloud services
- Handled large-scale data processing tasks

Projects:
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow
- Developed a web application using Flask and React

Certifications:
None","Cloud Computing, NLP, Deep Learning, C++, React, Django, Node.js",10,PhD,Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow; Developed a web application using Flask and React,None,Data Scientist,"Kubernetes, C++, SQL, Flask, NLP, Cloud Computing",5,"We are hiring a Data Scientist.
Required experience: 5 years.
Skills required: Kubernetes, C++, SQL, Flask, NLP, Cloud Computing.",0.5,1,1,0.637645889,1,1
R3682,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Python, SQL, Docker, Deep Learning, Django, C++

Experience:
- Deployed applications using cloud services
- Handled large-scale data processing tasks
- Optimized model performance and accuracy

Projects:
- Developed a web application using Flask and React
- Created interactive dashboards using Power BI

Certifications:
AWS Certified","Python, SQL, Docker, Deep Learning, Django, C++",5,Bachelors,Developed a web application using Flask and React; Created interactive dashboards using Power BI,AWS Certified,Frontend Developer,"Power BI, Python, Excel, C++, NLP",4,"We are hiring a Frontend Developer.
Required experience: 4 years.
Skills required: Power BI, Python, Excel, C++, NLP.",0.4,1,0,0.691831426,1,1
R3683,"Professional Summary:
Candidate with 2 years of experience.

Skills:
Docker, Node.js, SQL, Kubernetes, Machine Learning, Flask

Experience:
- Optimized model performance and accuracy
- Worked on real-world data science projects
- Deployed applications using cloud services

Projects:
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js

Certifications:
AWS Certified","Docker, Node.js, SQL, Kubernetes, Machine Learning, Flask",2,PhD,Developed a web application using Flask and React; Designed scalable backend systems using Node.js,AWS Certified,Software Engineer,"Excel, Node.js, Machine Learning, Kubernetes, SQL, Data Analysis",6,"We are hiring a Software Engineer.
Required experience: 6 years.
Skills required: Excel, Node.js, Machine Learning, Kubernetes, SQL, Data Analysis.",0.67,0,1,0.437746664,1,1
R3684,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Node.js, Docker, NLP, Python, PyTorch, Data Analysis, Cloud Computing

Experience:
- Worked on real-world data science projects
- Deployed applications using cloud services
- Collaborated with cross-functional teams

Projects:
- Designed scalable backend systems using Node.js
- Developed a web application using Flask and React

Certifications:
None","Node.js, Docker, NLP, Python, PyTorch, Data Analysis, Cloud Computing",6,Bachelors,Designed scalable backend systems using Node.js; Developed a web application using Flask and React,None,Data Analyst,"Kubernetes, Data Analysis, Node.js, Deep Learning, NLP",4,"We are hiring a Data Analyst.
Required experience: 4 years.
Skills required: Kubernetes, Data Analysis, Node.js, Deep Learning, NLP.",0.6,1,0,0.693217939,1,1
R3685,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Java, NLP, Node.js, Django, Cloud Computing, Data Analysis, PyTorch

Experience:
- Collaborated with cross-functional teams

Projects:
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js

Certifications:
NLP Certification, AWS Certified","Java, NLP, Node.js, Django, Cloud Computing, Data Analysis, PyTorch",9,Masters,Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js,"NLP Certification, AWS Certified",Frontend Developer,"TensorFlow, React, C++",1,"We are hiring a Frontend Developer.
Required experience: 1 years.
Skills required: TensorFlow, React, C++.",0,1,1,0.669734466,1,1
